"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","OnboardInjuryCount","OnGroundInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"CEN16LA079","ACC","92531","2015-12-30T22:55:00Z","Republic","Missouri","United States",,"N4643R","28-21397","false","Aviation","DirectorBrief","2017-05-01T04:00:00Z","2017-03-23T20:53:00Z","Serious","0","1","1","2","0","The pilot's inadequate fuel management, which resulted in fuel starvation and a total loss of engine power during cruise flight.","Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level, Environmental issues - Physical environment - Object/animal/substance - (general) - Not specified, Aircraft - Aircraft systems - Equipment/furnishings - Emergency equipment - Not specified",,"37.110996","-93.469245000000001","PIPER","28-140","AIR",,,"false","1","REC",,"PERS","091","Destroyed","VMC","Pilot","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=92531","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92531/pdf"
"DCA16WA040","INC","92524","2015-12-30T21:30:00Z","Calgary",,"Canada",,"C-FRAM","35250","false","Aviation","",,,"None","0","0","0",,"0",,,,,,"Boeing","777-333ER","AIR",,,"false","2",,,,,"None",,"Air Canada","Enroute","N/A",,,"","None"
"GAA16CA095","ACC","92530","2015-12-30T13:30:00Z","Fort Worth","Texas","United States",,"N2135B","28-7916110","false","Aviation","DirectorBrief","2016-02-08T05:00:00Z","2016-02-02T11:53:00Z","None","0","0","0","0","0","An inadvertent collision with a bird while on downwind in the airport pattern.","Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Effect on equipment",,"32.814444999999999","-97.364722999999998","PIPER","PA 28-161","AIR","FTW","FORT WORTH MEACHAM INTL","false","1","REC",,"INST","091","Substantial","VMC",,"Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=92530","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92530/pdf"
"CEN16LA076","ACC","92519","2015-12-30T10:00:00Z","Gary","Indiana","United States",,"N999VB","BB-645","false","Aviation","DirectorBrief","2016-12-12T05:00:00Z","2016-10-13T19:36:00Z","None","0","0","0","0","0","The pilot's failure to maintain the glidepath and appropriate airspeed during landing in icing conditions, which resulted in an aerodynamic stall and a hard landing.","Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - Conducive to structural icing - Effect on equipment, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained",,"41.617221000000001","-87.414443000000006","BEECH","200","AIR","GYY","GARY/CHICAGO INTL","false","2","TP","NSCH",,"135","Substantial","VMC","COBB AVIATION SERVICES INCORPORATED","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=92519","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92519/pdf"
"CEN16WA081","INC","92565","2015-12-29T13:58:00Z","Cascais",,"Portugal",,"G-CHZI","172RG0549","false","Aviation","",,,"None","0","0","0","0","0",,,,"9.3549989999999994","38.724997999999999","CESSNA","172RG","AIR","LPCS","Cascais Aerodrome","false",,,,"INST","NUSN","Minor",,"Omni Aviation Training Center","Landing","N/A",,,"","None"
"ANC16LA011","ACC","92513","2015-12-29T07:18:00Z","Anchorage","Alaska","United States",,"N914CP","172S8334","false","Aviation","DirectorBrief","2016-06-29T04:00:00Z","2016-05-05T14:24:00Z","Fatal","1","0","0","1","0","The pilot's intentional flight into a building.","Personnel issues - Miscellaneous - Intentional act - Suicide - Pilot, Not determined - Not determined - (general) - (general) - Other authority investigated",,"61.219164999999997","-149.90249600000001","CESSNA","172","AIR","MRI","MERRILL FIELD","false","1","REC",,"PERS","091","Destroyed","VMC",,"Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=92513","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92513/pdf"
"CEN16WA072","ACC","92510","2015-12-28T23:27:00Z","Mascouche",,"Canada",,"C-GUXC",,"false","Aviation","",,,"Fatal","1","1","0","2","0",,,,,,"MOONEY","M20K","AIR",,,"false",,,,,,"Substantial",,,"Landing","N/A",,,"","None"
"GAA16CA092","ACC","92508","2015-12-28T12:45:00Z","Stevensville","Maryland","United States",,"N9083U","46-8608039","false","Aviation","DirectorBrief","2016-04-05T04:00:00Z","2016-03-10T19:00:00Z","None","0","0","0","0","0","The pilots failure to maintain glide path, descent rate and landing flare, in off shore wind conditions, resulting in a hard landing short of the runway.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Windshear - Effect on equipment",,"38.976387000000003","-76.330000999999996","PIPER","PA 46","AIR","W29","BAY BRIDGE","false","1","REC",,"BUS","091","Substantial","VMC","FLY SAFELY LLC","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=92508","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92508/pdf"
"CEN16LA069","ACC","92499","2015-12-27T17:56:00Z","Watertown","Wisconsin","United States",,"N5PF","1904","false","Aviation","DirectorBrief","2017-06-20T04:00:00Z","2017-04-27T12:56:00Z","Serious","0","1","0","1","0","The pilot’s improper in-flight fuel management, which resulted in a total loss of engine power due to fuel starvation. Contributing to the accident was the pilot’s failure to switch fuel tanks after the engine lost power, and his delayed decision to activate the airframe parachute system, which resulted in his serious injury due to incomplete deployment of the system and the airplane’s improper attitude upon touchdown.","Aircraft - Aircraft systems - Fuel system - (general) - Unintentional use/operation, Personnel issues - Task performance - Workload management - (general) - Pilot, Personnel issues - Task performance - Use of equip/info - Use of checklist - Pilot, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot",,"43.122501","-88.656668999999994","CIRRUS DESIGN CORP","SR22","AIR",,,"false","1","REC",,"PERS","091","Substantial","VMC",,"Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=92499","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92499/pdf"
"GAA16CA091","ACC","92507","2015-12-27T17:20:00Z","Grass Valley","California","United States",,"N29533","17700947","false","Aviation","DirectorBrief","2016-03-14T04:00:00Z","2016-03-08T19:13:00Z","None","0","0","0","0","0","The pilot's loss of directional control during the touchdown and the subsequent attempted aborted landing which resulted in a runway excursion and impact with terrain.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",,"39.224722999999997","-121.005554","CESSNA","177","AIR","GOO","NEVADA COUNTY AIR PARK","false","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=92507","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92507/pdf"
