"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","OnboardInjuryCount","OnGroundInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"GAA23WA050","ACC","106529","2022-12-31T20:00:00Z","Galvarino","Other Foreign","Chile",,"EC-LHJ",,"false","Aviation","",,,,,,,,,,,,"-38.4161","-72.782399999999996","AIR TRACTOR","AT802","AIR",,,"false",,,,"FIRF","NUSC","Destroyed","VMC","SAAMA AVIACION SpAc",,"N/A",,"Prelim","","None"
"DCA23LA109","ACC","106517","2022-12-31T16:39:00Z","Montgomery","Alabama","United States",,"N264NN","17000765","false","Aviation","DirectorBrief","2024-12-19T05:00:00Z","2024-12-19T19:00:00Z","Fatal","1","0","0","0","1","The ramp agent’s cognitive impairment, which resulted in her (1) inconsistent behavior with trained procedures and prelanding briefings, (2) presence on the left side of the airplane while the left engine was still operating, and (3) subsequent ingestion into the engine.","Personnel issues - Physical - Impairment/incapacitation - Illicit drug - Ground crew, Personnel issues - Physical - Impairment/incapacitation - Neurological - Ground crew, Personnel issues - Task performance - (general) - (general) - Ground crew, Personnel issues - Psychological - Attention/monitoring - Task monitoring/vigilance - Ground crew",,"32.302886999999998","-86.391170000000002","EMBRAER S A","ERJ 170-200 LR","AIR","MGM","MONTGOMERY RGNL (DANNELLY FLD)","false","2","TF","SCHD",,"121","Minor","VMC","Envoy Air Inc.","Standing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=106517","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/106517/pdf"
"GAA23WA048","ACC","106523","2022-12-31T14:00:00Z","Prijedori",,"Bosnia And Herzegovina",,"E-PDH",,"false","Aviation","",,,"Fatal","2","0","0","2",,,,,"44.991700000000002","16.75","CHAMPION","7GCBC","AIR",,,"false",,,,,"NUSN","Substantial",,,"Initial Climb","N/A",,"Prelim","","None"
"ERA23LA100","ACC","106533","2022-12-30T16:00:00Z","Dublin","Virginia","United States",,"N121","1648","false","Aviation","DirectorBrief","2025-01-02T05:00:00Z","2025-01-02T18:00:00Z","None","0","0","0","0","0","A fire of undetermined origin during an attempted engine restart while taxiing.","Not determined - Not determined - (general) - (general) - Unknown/Not determined",,"37.137335999999998","-80.678478999999996","FOUTZ ROBERT V","COZY MARK IV","AIR","PSK","NEW RIVER VALLEY","true","1","REC",,"PERS","091","Destroyed","VMC",,"Taxi","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=106533","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/106533/pdf"
"ENG23WA013","ACC","106606","2022-12-30T05:00:00Z","Venado","Other Foreign","Mexico",,"XB-SGV","1062","false","Aviation","",,,"Fatal","2","0","0","2",,,,,"22.879999999999999","-104.06999999999999","BOMBARDIER","CL600","AIR",,,"false","2",,,,"NUSN","Destroyed",,,"Enroute","N/A",,"Prelim","","None"
"GAA23WA047","INC","106521","2022-12-29T19:15:00Z","Rionegro","Other Foreign","Colombia",,"N156VP","750-0056","false","Aviation","",,,"None","0","0","0","0",,,,,"6.1672219999999998","-75.426666999999995","CESSNA","750","AIR","SKRG","Jose Maria Cordova International","false","2",,,"BUS","091","None",,"Helix-Craft Trading Corporation","Landing","N/A",,"Prelim","","None"
"ERA23LA097","ACC","106513","2022-12-29T14:29:00Z","Athens","Georgia","United States",,"N9026P","24-4488","false","Aviation","DirectorBrief","2024-05-02T04:00:00Z","2024-05-02T17:00:00Z","Minor","0","0","1","1","0","The pilot’s failure to detect water in the fuel during the preflight inspection, which resulted in a loss of engine power.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid condition, Personnel issues - Task performance - Inspection - Preflight inspection - Pilot",,"33.95749","-83.318100000000001","PIPER","PA24","AIR","AHN","Athens/Ben Epps Airport","false","1","REC",,"PERS","091","Substantial","VMC",,"Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=106513","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/106513/pdf"
"CEN23FA071","ACC","106511","2022-12-29T05:00:00Z","Galliano","Louisiana","United States",,"N595RL","53595","false","Aviation","DirectorBrief","2025-01-16T05:00:00Z","2024-12-13T19:00:00Z","Fatal","4","0","0","4","0","The pilot’s failure to ensure the helicopter was clear of obstacles before takeoff from the helideck, which resulted in the helicopter’s right landing skid pivoting about a helideck perimeter light during takeoff and a dynamic rollover. Additionally, the pilot’s improper takeoff technique likely contributed to the development of dynamic rollover.","Personnel issues - Action/decision - Action - Incorrect action performance - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Task performance - Use of equip/info - Use of policy/procedure - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Lateral/bank control - Not attained/maintained, Environmental issues - Physical environment - Object/animal/substance - Runway/taxi/approach light - Effect on operation",,"28.831669999999999","-89.557829999999996","BELL","407","HELI","PVT","West Delta 106 (WD-106)","false","1","TS","NSCH",,"135","Substantial","VMC","Rotorcraft Leasing Company, LLC","Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=106511","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/106511/pdf"
"ERA23LA098","ACC","106514","2022-12-28T12:30:00Z","Ethel","West Virginia","United States",,"N8217M","18264566","false","Aviation","DirectorBrief","2023-06-15T04:00:00Z","2023-06-15T17:00:00Z","None","0","0","0","0","0","The pilot’s failure to maintain directional control during landing, which resulted in a runway excursion.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"37.856177000000002","-81.914973000000003","CESSNA","182P","AIR","6L4","LOGAN COUNTY","false","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=106514","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/106514/pdf"
"GAA23WA084","ACC","106811","2022-12-28T11:40:00Z","Saint-Pons",,"France",,"N229GC","871","false","Aviation","",,,"Fatal","1","3","0","4",,,,,"44.387197","6.6079169999999996","SOCATA","TB21","AIR",,,"false","1",,,,"NUSN","Destroyed",,,"Landing","N/A",,"Prelim","","None"
