"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","OnboardInjuryCount","OnGroundInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"ANC25LA014","ACC","199498","2024-12-31T14:30:00Z","Anchorage","Alaska","United States",,"N3552E","17271584","false","Aviation","",,,"None","0","0","0","0",,,,,"61.215713999999998","-149.84268","CESSNA","172N","AIR","AMR","Merrill Field","false","1",,,"INST","091","Substantial","VMC",,"Takeoff","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199498/pdf"
"WPR25LA076","ACC","199524","2024-12-31T14:16:00Z","Los Alamos","New Mexico","United States",,"N71074","18259484","false","Aviation","",,,"None","0","0","0","0",,,,,"35.879686","-106.26868","CESSNA","182M","AIR","LAM",,"false","1",,,"PERS","091","Substantial",,,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199524/pdf"
"CEN25LA067","ACC","199496","2024-12-31T13:20:00Z","Galveston","Texas","United States",,"N441HQ","1155","false","Aviation","DirectorBrief","2025-01-30T05:00:00Z","2025-01-30T18:00:00Z","None","0","0","0","0","0","The pilot’s failure to maintain terrain clearance during the takeoff from the helipad in high and gusting wind conditions, that resulted in the right skid extension embedding in the artificial turf, and a subsequent dynamic rollover sequence.","Environmental issues - Conditions/weather/phenomena - Wind - High wind - Effect on equipment, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Effect on equipment, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Soft surface - Effect on equipment, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Aircraft - Aircraft systems - Landing gear system - Aux gear (tail/rotorcrft skid) - Damaged/degraded",,"29.304539999999999","-94.771416000000002","ROBINSON HELICOPTER","R44","HELI","None","Private Heliport","false","1","REC",,"POSI","091","Substantial","VMC","Galveston Helicopter Adventures, LLC","Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199496","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199496/pdf"
"ERA25FA086","ACC","199492","2024-12-30T16:15:00Z","Peebles","Ohio","United States",,"N6979T","39279","false","Aviation","",,,"Fatal","1","0","0","1","0",,,,"38.994611999999996","-83.426638999999994","CESSNA","310","AIR",,,"false","2",,,"FERY","091","Substantial","VMC",,"Unknown","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199492/pdf"
"DCA25WA072","ACC","199476","2024-12-29T05:00:00Z","Muan County",,"Republic Of Korea",,"HL8088",,"false","Aviation","",,,"Fatal","173","2","0","175",,,,,,,"BOEING","737",,,,"false",,,"SCHD",,"NUSC",,,"Jeju Air","Landing","N/A",,,"","None"
"DCA25LA091","ACC","199575","2024-12-29T05:00:00Z","Gulf of Mexico",,"United States",,"N647UA",,"false","Aviation","",,,"Serious","0","1","0","1",,,,,,,"BOEING","767-322",,,,"false",,,"SCHD",,"121",,,"UNITED AIRLINES INC","Enroute","In work",,,"",""
"DCA25WA073","ACC","199477","2024-12-28T20:04:00Z","Oslo",,"Norway",,"PH-BXM",,"false","Aviation","",,,"None","0","0","0","0",,,,,,,"BOEING","737",,,,"false",,,,,,,,"KLM - Royal Dutch Airline","Landing","N/A",,,"",""
"CEN25LA066","ACC","199491","2024-12-28T16:00:00Z","Monticello","Iowa","United States",,"N478SA","40.NC208","false","Aviation","",,,,,,,,,,,,"42.220362000000002","-91.163297999999998","DIAMOND AIRCRAFT IND INC","DA 40 NG","AIR","MXO",,"false","1",,,"PERS","091","Substantial",,"M U D Y PROPERTIES LLC","Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199491/pdf"
"CEN25LA064","ACC","199479","2024-12-28T14:25:00Z","Parsons","Kansas","United States",,"N719LB","1","false","Aviation","",,,"Serious","0","1","0","1",,,,,"37.298299999999998","-95.263109999999998","Cozy","Cub","AIR",,,"false","1",,,"PERS","091","Substantial",,,"Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199479/pdf"
"CEN25LA065","ACC","199488","2024-12-27T23:45:00Z","New Braunfels","Texas","United States",,"N5263W","28-309","false","Aviation","DirectorBrief","2025-01-30T05:00:00Z","2025-01-30T18:00:00Z","Serious","0","2","1","3",,"The pilot’s improper in-flight fuel planning which resulted in a total loss of engine power due to fuel starvation and a subsequent off-field landing on rough terrain.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level, Environmental issues - Physical environment - Terrain - Rough terrain - Contributed to outcome, Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot",,"29.702707","-98.042741000000007","PIPER","PA-28","AIR","KBAZ",,"false","1","REC",,"PERS","091","Substantial","VMC",,"Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199488","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199488/pdf"
"WPR25LA071","ACC","199497","2024-12-27T22:03:00Z","Gallup","New Mexico","United States",,"N505SW","21061185","false","Aviation","",,,"None","0","0","0","0",,,,,"35.512773000000003","-108.77200000000001","CESSNA","T210L","AIR","GUP","Gallup Municipal Airport","false","1",,,"PERS","091","Substantial","VMC",,"Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199497/pdf"
"ERA25LA094","ACC","199523","2024-12-27T19:30:00Z","Florence","South Carolina","United States",,"N458K","TH-452","false","Aviation","",,,"None","0","0","0","0","0",,,,"34.186729999999997","-79.718722","BEECH","58","AIR","FLO","FLORENCE RGNL","false","2",,,"PERS","091","Unknown",,,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199523/pdf"
