"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","OnboardInjuryCount","OnGroundInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"WPR22LA070","ACC","104474","2021-12-31T15:00:00Z","Mojave","California","United States",,"N89084","15282623","false","Aviation","DirectorBrief","2022-06-14T04:00:00Z","2022-03-18T11:00:00Z","Minor","0","0","1","1",,"The pilot’s failure to maintain airplane control during an encounter with a wind gust during taxi.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Ability to respond/compensate",,"35.058943999999997","-118.15061","CESSNA","152","AIR","MHV","MOJAVE AIR AND SPACE PORT","false","1","REC",,"PERS","091","Substantial","VMC","AERO ASSOCIATION OF CALTECH INC","Taxi","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=104474","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104474/pdf"
"WPR22FA073","ACC","104482","2021-12-31T14:30:00Z","Marana","Arizona","United States",,"N6796N","680099","false","Aviation","DirectorBrief","2023-12-14T05:00:00Z","2023-12-14T18:00:00Z","Fatal","1","0","0","1",,"The pilot’s loss of airplane control due to spatial disorientation after entering instrument meteorological conditions. Contributing to the accident was the pilot’s impairment due to use of methamphetamine before the flight.","Personnel issues - Psychological - Perception/orientation/illusion - Spatial disorientation - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - (general) - (general) - Effect on equipment, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Physical - Impairment/incapacitation - Illicit drug - Pilot",,"32.691664000000003","-112.12788999999999","MOONEY","M20C","AIR",,,"false","1","REC",,"PERS","091","Substantial","IMC",,"Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=104482","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104482/pdf"
"DCA22LA053","ACC","104463","2021-12-30T23:45:00Z","Newark","New Jersey","United States",,"TC-JOK, N633RW","1642, 17000054","false","Aviation","DirectorBrief","2022-07-20T04:00:00Z","2022-06-16T12:00:00Z","None","0","0","0","0",,"Turkish Airlines flightcrew’ s misperception of the distance to safely pass the stopped Republic Airways airplane.","Personnel issues - Psychological - Perception/orientation/illusion - Perception - Flight crew",,"40.689500000000002","-74.174499999999995","AIRBUS, EMBRAER","A330, ERJ 170-100 SE","AIR, AIR","EWR","NEWARK LIBERTY INTL","false, false","2","TF","SCHD, SCHD",,"129, 121","Minor, Substantial","IMC","Turkish Airlines, REPUBLIC AIRWAYS INC","Taxi","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=104463","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104463/pdf"
"ERA22FA098","ACC","104462","2021-12-30T21:25:00Z","Bronson","Florida","United States",,"N442VB","14296","false","Aviation","DirectorBrief","2023-10-19T04:00:00Z","2023-10-19T17:00:00Z","Fatal","4","0","0","4","0","A loss of control due to spatial disorientation as a result of the noninstrument-rated pilot’s improper decision to attempt a visual flight rules flight at night into an area of known reduced visibility due to fog.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Psychological - Perception/orientation/illusion - Spatial disorientation - Pilot, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Fog - Decision related to condition, Personnel issues - Experience/knowledge - Experience/qualifications - Qualification/certification - Pilot",,"29.419204000000001","-82.646579000000003","ROBINSON HELICOPTER COMPANY","R44 II","HELI",,,"false","1","REC",,"PERS","091","Destroyed","IMC",,"Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=104462","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104462/pdf"
"CEN22LA091","ACC","104485","2021-12-30T16:50:00Z","Presidio","Texas","United States",,"N8591W","28-10103","false","Aviation","DirectorBrief","2023-11-15T05:00:00Z","2023-11-15T18:00:00Z","Serious","0","6","0","6","0","The non-certificated pilot’s failure to perform a preflight weight and balance calculation and his decision to operate the airplane beyond the allowable center of gravity limitations, which resulted in a loss of control and impact with terrain.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Planning/preparation - Weight/balance calculations - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"29.643750000000001","-104.3668","PIPER","PA-28-235","AIR","PRS","PRESIDIO LELY INTL","false","1","REC",,"PERS","091","Substantial","VMC",,"Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=104485","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104485/pdf"
"CEN22LA087","ACC","104461","2021-12-30T16:14:00Z","Golden","Missouri","United States",,"N285SW","10001234582","false","Aviation","DirectorBrief","2023-06-14T04:00:00Z","2023-06-14T17:00:00Z","Fatal","1","0","0","1",,"The noncertificated pilot’s failure to maintain aircraft control while aggressively maneuvering at low altitude.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Lateral/bank control - Capability exceeded, Personnel issues - Experience/knowledge - Experience/qualifications - Qualification/certification - Pilot",,"36.529122999999998","-93.682286000000005","J&J ULTRALIGHTS","SEAWING","WSFT","n/a",,"false","1","REC",,"PERS","091","Substantial","VMC",,"Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=104461","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104461/pdf"
"WPR22LA071","ACC","104476","2021-12-30T16:00:00Z","Johnsondale","California","United States",,"N7801Z","15059901","false","Aviation","DirectorBrief","2022-06-14T04:00:00Z","2022-03-18T11:00:00Z","None","0","0","0","0",,"The pilot’s failure to maintain directional control of the airplane while landing on a snow-covered unimproved runway.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Snow/slush/ice covered surface - Effect on operation",,"36.009500000000003","-118.489","CESSNA","150C","AIR","NA",,"false","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=104476","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104476/pdf"
"CEN22FA086","ACC","104459","2021-12-30T12:41:00Z","Livingston","Texas","United States",,"N8AU","4089","false","Aviation","DirectorBrief","2024-04-18T04:00:00Z","2024-04-18T17:00:00Z","Fatal","2","0","2","4",,"The pilot exceeding the yaw control capability of the helicopter for the flight conditions, resulting in a non-mechanical loss of tail rotor effectiveness.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Yaw control - Capability exceeded, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"30.648175999999999","-94.915109999999999","BELL","206B","HELI","n/a",,"false","1","TS","NSCH","PERS","091","Substantial","VMC",,"Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=104459","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104459/pdf"
"ERA22LA102","ACC","104500","2021-12-29T18:15:00Z","Berlin","New Jersey","United States",,"N6295E","46395","false","Aviation","DirectorBrief","2022-06-14T04:00:00Z","2022-01-25T05:00:00Z","None","0","0","0","0",,"An inadvertent in-flight collision with a goose while on approach.","Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Effect on equipment, Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Ability to respond/compensate",,"39.778444","-74.947806","CESSNA","172","AIR","19N","Camden County Airport","false","1","REC",,"PERS","091","Substantial","VMC",,"Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=104500","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104500/pdf"
"ERA22LA097","ACC","104454","2021-12-29T17:22:00Z","Marathon","Florida","United States",,"N1596U","20700196","false","Aviation","DirectorBrief","2023-05-10T04:00:00Z","2023-05-10T17:00:00Z","Serious","0","1","2","3",,"A total loss of engine power due to the failure of the No. 2 bearing, which resulted in the No. 2 connecting rod failing due to fatigue, high heat, and stress.","Aircraft - Aircraft power plant - Engine (reciprocating) - Recip eng oil sys - Failure, Aircraft - Aircraft power plant - Engine (reciprocating) - Recip engine power section - Failure",,"24.898610999999999","-81.115333000000007","CESSNA","207","AIR",,,"false","1","REC","NSCH",,"135","Minor","VMC","ExecAir of Naples","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=104454","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104454/pdf"
